FID1,IID1,FID2,IID2,RT,EZ,Z0,Z1,Z2,PI_HAT,PHE,DST,PPC,RATIO
MC.AMD126929@0124010928,MC.AMD126929@0124010928,134919-01,134919-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD127025@0123908749,MC.AMD127025@0123908749,101687-01,101687-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD127120@0123909800,MC.AMD127120@0123909800,121034-01,121034-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD127188@0123911222,MC.AMD127188@0123911222,116179-01,116179-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD127339@0124009854,MC.AMD127339@0124009854,112680-02,112680-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD127391@0123861219,MC.AMD127391@0123861219,131717-02,131717-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD127409@0123861751,MC.AMD127409@0123861751,133577-01,133577-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD127517@0123908998,MC.AMD127517@0123908998,131681-01,131681-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD127776@0123908284,MC.AMD127776@0123908284,140682-01,140682-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD127870@0124011532,MC.AMD127870@0124011532,110004-01,110004-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD128066@0124010044,MC.AMD128066@0124010044,141519-01,141519-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD128229@0123911236,MC.AMD128229@0123911236,115978-01,115978-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD128312@0123908788,MC.AMD128312@0123908788,101247-01,101247-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD128338@0124011294,MC.AMD128338@0124011294,109176-01,109176-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD128440@0123911659,MC.AMD128440@0123911659,126451-01,126451-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD128588@0123907394,MC.AMD128588@0123907394,101870-01,101870-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD128732@0123889782,MC.AMD128732@0123889782,159722-01,159722-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD128793@0123860942,MC.AMD128793@0123860942,136668-01,136668-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD128831@0123861325,MC.AMD128831@0123861325,121442-01,121442-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129041@0123861172,MC.AMD129041@0123861172,143913-01,143913-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129069@0123911227,MC.AMD129069@0123911227,116053-01,116053-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129135@0123911390,MC.AMD129135@0123911390,124122-01,124122-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129148@0123910553,MC.AMD129148@0123910553,132272-01,132272-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129183@0123911258,MC.AMD129183@0123911258,115465-01,115465-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129187@0123909816,MC.AMD129187@0123909816,121166-01,121166-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129205@0123861143,MC.AMD129205@0123861143,117913-01,117913-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129206@0123910264,MC.AMD129206@0123910264,132386-01,132386-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129284@0124011342,MC.AMD129284@0124011342,107870-01,107870-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129319@0124011027,MC.AMD129319@0124011027,103934-01,103934-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129369@0124014870,MC.AMD129369@0124014870,137911-01,137911-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129668@0123911298,MC.AMD129668@0123911298,123000-02,123000-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129838@0123909863,MC.AMD129838@0123909863,120377-01,120377-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD129986@0123910889,MC.AMD129986@0123910889,119678-01,119678-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD130032@0123890646,MC.AMD130032@0123890646,157966-01,157966-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD130035@0123909178,MC.AMD130035@0123909178,102568-01,102568-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD130096@0123911145,MC.AMD130096@0123911145,118051-01,118051-01,UN,NA,0,0,1,1,-1,1,1,NA
