FID1,IID1,FID2,IID2,RT,EZ,Z0,Z1,Z2,PI_HAT,PHE,DST,PPC,RATIO
MC.AMD128490@0123908352,MC.AMD128490@0123908352,89977,89977,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD128686@0123910468,MC.AMD128686@0123910468,91416,91416,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD130020@0123910915,MC.AMD130020@0123910915,89941,89941,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD130097@0123908432,MC.AMD130097@0123908432,90012,90012,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD130487@0123909319,MC.AMD130487@0123909319,90454,90454,UN,NA,0,5e-04,0.9995,0.9998,-1,0.999914,1,NA
MC.AMD130590@0123908951,MC.AMD130590@0123908951,89369,89369,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD132938@0123911234,MC.AMD132938@0123911234,90090,90090,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999949,1,NA
MC.AMD133012@0123909215,MC.AMD133012@0123909215,89917,89917,UN,NA,0,0,1,1,-1,0.999983,1,3753
MC.AMD134000@0123890803,MC.AMD134000@0123890803,90002,90002,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD134390@0123908373,MC.AMD134390@0123908373,89798,89798,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD135257@0123890958,MC.AMD135257@0123890958,89959,89959,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD135404@0123861515,MC.AMD135404@0123861515,89358,89358,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD135447@0123890562,MC.AMD135447@0123890562,90380,90380,UN,NA,0,0,1,1,-1,0.999974,1,3800
MC.AMD135718@0123861663,MC.AMD135718@0123861663,89651,89651,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD135719@0124011185,MC.AMD135719@0124011185,90074,90074,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD135720@0123861664,MC.AMD135720@0123861664,90985,90985,UN,NA,0,0,1,1,-1,0.999966,1,NA
MC.AMD135906@0123889441,MC.AMD135906@0123889441,90369,90369,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD136834@0123907293,MC.AMD136834@0123907293,91235,91235,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD137551@0124015137,MC.AMD137551@0124015137,90021,90021,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD137553@0124015123,MC.AMD137553@0124015123,90500,90500,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD137559@0124014226,MC.AMD137559@0124014226,91195,91195,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD137568@0124014210,MC.AMD137568@0124014210,89515,89515,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD137569@0124015155,MC.AMD137569@0124015155,90766,90766,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD137570@0124014194,MC.AMD137570@0124014194,91164,91164,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD137571@0124015150,MC.AMD137571@0124015150,90355,90355,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD137574@0124014223,MC.AMD137574@0124014223,90329,90329,UN,NA,0,0,1,1,-1,0.999983,1,3815
MC.AMD137576@0124015120,MC.AMD137576@0124015120,90373,90373,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD137579@0124014225,MC.AMD137579@0124014225,89892,89892,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD137581@0124015106,MC.AMD137581@0124015106,89916,89916,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD137591@0124015163,MC.AMD137591@0124015163,89861,89861,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD137599@0124015126,MC.AMD137599@0124015126,91290,91290,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD137603@0124014230,MC.AMD137603@0124014230,89427,89427,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD137605@0124015115,MC.AMD137605@0124015115,91282,91282,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
